GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,0500000US19053,19053,United States - Iowa - Decatur County,Decatur County,38560,2684
0100000US,,United States,0500000US19055,19055,United States - Iowa - Delaware County,Delaware County,58274,2430
0100000US,,United States,0500000US19057,19057,United States - Iowa - Des Moines County,Des Moines County,44423,1418
0100000US,,United States,0500000US19059,19059,United States - Iowa - Dickinson County,Dickinson County,57265,2366
0100000US,,United States,0500000US19061,19061,United States - Iowa - Dubuque County,Dubuque County,54605,1219
0100000US,,United States,0500000US19063,19063,United States - Iowa - Emmet County,Emmet County,47795,3758
0100000US,,United States,0500000US19065,19065,United States - Iowa - Fayette County,Fayette County,44928,2331
0100000US,,United States,0500000US19067,19067,United States - Iowa - Floyd County,Floyd County,44797,3209
0100000US,,United States,0500000US19069,19069,United States - Iowa - Franklin County,Franklin County,48605,2080
0100000US,,United States,0500000US19071,19071,United States - Iowa - Fremont County,Fremont County,53324,2830
0100000US,,United States,0500000US19073,19073,United States - Iowa - Greene County,Greene County,46898,2939
0100000US,,United States,0500000US19075,19075,United States - Iowa - Grundy County,Grundy County,56750,2626
0100000US,,United States,0500000US19077,19077,United States - Iowa - Guthrie County,Guthrie County,51013,1670
0100000US,,United States,0500000US19079,19079,United States - Iowa - Hamilton County,Hamilton County,49813,3439
0100000US,,United States,0500000US19081,19081,United States - Iowa - Hancock County,Hancock County,52981,3570
0100000US,,United States,0500000US19083,19083,United States - Iowa - Hardin County,Hardin County,51019,1670
0100000US,,United States,0500000US19085,19085,United States - Iowa - Harrison County,Harrison County,53567,2881
0100000US,,United States,0500000US19087,19087,United States - Iowa - Henry County,Henry County,49321,2690
0100000US,,United States,0500000US19089,19089,United States - Iowa - Howard County,Howard County,49869,3486
0100000US,,United States,0500000US19091,19091,United States - Iowa - Humboldt County,Humboldt County,47252,3356
0100000US,,United States,0500000US19093,19093,United States - Iowa - Ida County,Ida County,46993,2561
0100000US,,United States,0500000US19095,19095,United States - Iowa - Iowa County,Iowa County,59375,5982
0100000US,,United States,0500000US19097,19097,United States - Iowa - Jackson County,Jackson County,49028,2720
0100000US,,United States,0500000US19099,19099,United States - Iowa - Jasper County,Jasper County,55033,2218
0100000US,,United States,0500000US19101,19101,United States - Iowa - Jefferson County,Jefferson County,42899,3322
0100000US,,United States,0500000US19103,19103,United States - Iowa - Johnson County,Johnson County,55700,2099
0100000US,,United States,0500000US19105,19105,United States - Iowa - Jones County,Jones County,55060,2891
0100000US,,United States,0500000US19107,19107,United States - Iowa - Keokuk County,Keokuk County,43838,2685
0100000US,,United States,0500000US19109,19109,United States - Iowa - Kossuth County,Kossuth County,51496,2160
0100000US,,United States,0500000US19111,19111,United States - Iowa - Lee County,Lee County,43312,1869
0100000US,,United States,0500000US19113,19113,United States - Iowa - Linn County,Linn County,59322,1387
0100000US,,United States,0500000US19115,19115,United States - Iowa - Louisa County,Louisa County,51144,3292
0100000US,,United States,0500000US19117,19117,United States - Iowa - Lucas County,Lucas County,43962,2108
0100000US,,United States,0500000US19119,19119,United States - Iowa - Lyon County,Lyon County,57130,2941
0100000US,,United States,0500000US19121,19121,United States - Iowa - Madison County,Madison County,60060,3154
0100000US,,United States,0500000US19123,19123,United States - Iowa - Mahaska County,Mahaska County,48726,3067
0100000US,,United States,0500000US19125,19125,United States - Iowa - Marion County,Marion County,54693,2857
0100000US,,United States,0500000US19127,19127,United States - Iowa - Marshall County,Marshall County,53351,1636
0100000US,,United States,0500000US19129,19129,United States - Iowa - Mills County,Mills County,63979,2937
0100000US,,United States,0500000US19131,19131,United States - Iowa - Mitchell County,Mitchell County,49488,3035
0100000US,,United States,0500000US19133,19133,United States - Iowa - Monona County,Monona County,40302,2695
0100000US,,United States,0500000US19135,19135,United States - Iowa - Monroe County,Monroe County,46304,4395
0100000US,,United States,0500000US19137,19137,United States - Iowa - Montgomery County,Montgomery County,42418,3776
0100000US,,United States,0500000US19139,19139,United States - Iowa - Muscatine County,Muscatine County,53676,1919
0100000US,,United States,0500000US19141,19141,United States - Iowa - O'Brien County,O'Brien County,55227,3484
0100000US,,United States,0500000US19143,19143,United States - Iowa - Osceola County,Osceola County,49448,2926
0100000US,,United States,0500000US19145,19145,United States - Iowa - Page County,Page County,43912,2020
0100000US,,United States,0500000US19147,19147,United States - Iowa - Palo Alto County,Palo Alto County,47113,2245
0100000US,,United States,0500000US19149,19149,United States - Iowa - Plymouth County,Plymouth County,57130,2586
0100000US,,United States,0500000US19151,19151,United States - Iowa - Pocahontas County,Pocahontas County,45069,2595
0100000US,,United States,0500000US19153,19153,United States - Iowa - Polk County,Polk County,60061,876
0100000US,,United States,0500000US19155,19155,United States - Iowa - Pottawattamie County,Pottawattamie County,51976,1225
0100000US,,United States,0500000US19157,19157,United States - Iowa - Poweshiek County,Poweshiek County,51006,2327
0100000US,,United States,0500000US19159,19159,United States - Iowa - Ringgold County,Ringgold County,47042,3689
0100000US,,United States,0500000US19161,19161,United States - Iowa - Sac County,Sac County,49572,1708
0100000US,,United States,0500000US19163,19163,United States - Iowa - Scott County,Scott County,55114,1052
0100000US,,United States,0500000US19165,19165,United States - Iowa - Shelby County,Shelby County,50952,2615
0100000US,,United States,0500000US19167,19167,United States - Iowa - Sioux County,Sioux County,61627,2482
0100000US,,United States,0500000US19169,19169,United States - Iowa - Story County,Story County,50438,1346
0100000US,,United States,0500000US19171,19171,United States - Iowa - Tama County,Tama County,55203,1959
0100000US,,United States,0500000US19173,19173,United States - Iowa - Taylor County,Taylor County,44246,2840
0100000US,,United States,0500000US19175,19175,United States - Iowa - Union County,Union County,44351,2897
0100000US,,United States,0500000US19177,19177,United States - Iowa - Van Buren County,Van Buren County,45111,2697
0100000US,,United States,0500000US19179,19179,United States - Iowa - Wapello County,Wapello County,42095,1372
0100000US,,United States,0500000US19181,19181,United States - Iowa - Warren County,Warren County,64447,2075
0100000US,,United States,0500000US19183,19183,United States - Iowa - Washington County,Washington County,56390,2418
0100000US,,United States,0500000US19185,19185,United States - Iowa - Wayne County,Wayne County,43358,2705
0100000US,,United States,0500000US19187,19187,United States - Iowa - Webster County,Webster County,42408,1846
0100000US,,United States,0500000US19189,19189,United States - Iowa - Winnebago County,Winnebago County,47668,2807
0100000US,,United States,0500000US19191,19191,United States - Iowa - Winneshiek County,Winneshiek County,54429,2466
0100000US,,United States,0500000US19193,19193,United States - Iowa - Woodbury County,Woodbury County,46720,1256
0100000US,,United States,0500000US19195,19195,United States - Iowa - Worth County,Worth County,48459,2871
0100000US,,United States,0500000US19197,19197,United States - Iowa - Wright County,Wright County,43698,3902
0100000US,,United States,0400000US20,20,United States - Kansas,Kansas,52205,232
0100000US,,United States,0500000US20001,20001,United States - Kansas - Allen County,Allen County,38698,2328
0100000US,,United States,0500000US20003,20003,United States - Kansas - Anderson County,Anderson County,40696,3600
0100000US,,United States,0500000US20005,20005,United States - Kansas - Atchison County,Atchison County,43581,3090
0100000US,,United States,0500000US20007,20007,United States - Kansas - Barber County,Barber County,51811,4410
0100000US,,United States,0500000US20009,20009,United States - Kansas - Barton County,Barton County,44013,2922
0100000US,,United States,0500000US20011,20011,United States - Kansas - Bourbon County,Bourbon County,38280,2234
0100000US,,United States,0500000US20013,20013,United States - Kansas - Brown County,Brown County,43724,3194
0100000US,,United States,0500000US20015,20015,United States - Kansas - Butler County,Butler County,58897,2862
0100000US,,United States,0500000US20017,20017,United States - Kansas - Chase County,Chase County,38707,4490
0100000US,,United States,0500000US20019,20019,United States - Kansas - Chautauqua County,Chautauqua County,37993,4214
0100000US,,United States,0500000US20021,20021,United States - Kansas - Cherokee County,Cherokee County,41388,2422
0100000US,,United States,0500000US20023,20023,United States - Kansas - Cheyenne County,Cheyenne County,44500,6435
0100000US,,United States,0500000US20025,20025,United States - Kansas - Clark County,Clark County,42589,5461
0100000US,,United States,0500000US20027,20027,United States - Kansas - Clay County,Clay County,52066,4939
0100000US,,United States,0500000US20029,20029,United States - Kansas - Cloud County,Cloud County,39282,2669
0100000US,,United States,0500000US20031,20031,United States - Kansas - Coffey County,Coffey County,57433,3784
0100000US,,United States,0500000US20033,20033,United States - Kansas - Comanche County,Comanche County,45288,4795
0100000US,,United States,0500000US20035,20035,United States - Kansas - Cowley County,Cowley County,43860,2337
0100000US,,United States,0500000US20037,20037,United States - Kansas - Crawford County,Crawford County,36534,1708
0100000US,,United States,0500000US20039,20039,United States - Kansas - Decatur County,Decatur County,40657,2538
0100000US,,United States,0500000US20041,20041,United States - Kansas - Dickinson County,Dickinson County,49096,2692
0100000US,,United States,0500000US20043,20043,United States - Kansas - Doniphan County,Doniphan County,47209,3667
0100000US,,United States,0500000US20045,20045,United States - Kansas - Douglas County,Douglas County,50939,1104
0100000US,,United States,0500000US20047,20047,United States - Kansas - Edwards County,Edwards County,47303,3173
0100000US,,United States,0500000US20049,20049,United States - Kansas - Elk County,Elk County,36458,3723
0100000US,,United States,0500000US20051,20051,United States - Kansas - Ellis County,Ellis County,45579,2813
0100000US,,United States,0500000US20053,20053,United States - Kansas - Ellsworth County,Ellsworth County,47736,4806
0100000US,,United States,0500000US20055,20055,United States - Kansas - Finney County,Finney County,49227,2165
0100000US,,United States,0500000US20057,20057,United States - Kansas - Ford County,Ford County,50777,1792
0100000US,,United States,0500000US20059,20059,United States - Kansas - Franklin County,Franklin County,51081,2161
0100000US,,United States,0500000US20061,20061,United States - Kansas - Geary County,Geary County,43992,1535
0100000US,,United States,0500000US20063,20063,United States - Kansas - Gove County,Gove County,46364,3730
0100000US,,United States,0500000US20065,20065,United States - Kansas - Graham County,Graham County,43826,5814
0100000US,,United States,0500000US20067,20067,United States - Kansas - Grant County,Grant County,55432,5919
0100000US,,United States,0500000US20069,20069,United States - Kansas - Gray County,Gray County,61000,2948
0100000US,,United States,0500000US20071,20071,United States - Kansas - Greeley County,Greeley County,47750,5443
0100000US,,United States,0500000US20073,20073,United States - Kansas - Greenwood County,Greenwood County,38838,2724
0100000US,,United States,0500000US20075,20075,United States - Kansas - Hamilton County,Hamilton County,45114,7686
0100000US,,United States,0500000US20077,20077,United States - Kansas - Harper County,Harper County,43973,5905
0100000US,,United States,0500000US20079,20079,United States - Kansas - Harvey County,Harvey County,51327,2906
0100000US,,United States,0500000US20081,20081,United States - Kansas - Haskell County,Haskell County,56484,4096
0100000US,,United States,0500000US20083,20083,United States - Kansas - Hodgeman County,Hodgeman County,54856,5706
0100000US,,United States,0500000US20085,20085,United States - Kansas - Jackson County,Jackson County,54077,3921
0100000US,,United States,0500000US20087,20087,United States - Kansas - Jefferson County,Jefferson County,57236,2104
0100000US,,United States,0500000US20089,20089,United States - Kansas - Jewell County,Jewell County,40553,3513
0100000US,,United States,0500000US20091,20091,United States - Kansas - Johnson County,Johnson County,76113,939
0100000US,,United States,0500000US20093,20093,United States - Kansas - Kearny County,Kearny County,50506,5602
0100000US,,United States,0500000US20095,20095,United States - Kansas - Kingman County,Kingman County,50844,4433
0100000US,,United States,0500000US20097,20097,United States - Kansas - Kiowa County,Kiowa County,43963,2812
0100000US,,United States,0500000US20099,20099,United States - Kansas - Labette County,Labette County,41439,2132
0100000US,,United States,0500000US20101,20101,United States - Kansas - Lane County,Lane County,56507,3887
0100000US,,United States,0500000US20103,20103,United States - Kansas - Leavenworth County,Leavenworth County,63726,2055
0100000US,,United States,0500000US20105,20105,United States - Kansas - Lincoln County,Lincoln County,44276,5491
0100000US,,United States,0500000US20107,20107,United States - Kansas - Linn County,Linn County,46964,2696
0100000US,,United States,0500000US20109,20109,United States - Kansas - Logan County,Logan County,46875,3369
0100000US,,United States,0500000US20111,20111,United States - Kansas - Lyon County,Lyon County,40021,2182
0100000US,,United States,0500000US20113,20113,United States - Kansas - McPherson County,McPherson County,56128,2402
0100000US,,United States,0500000US20115,20115,United States - Kansas - Marion County,Marion County,45927,2132
0100000US,,United States,0500000US20117,20117,United States - Kansas - Marshall County,Marshall County,45374,2759
0100000US,,United States,0500000US20119,20119,United States - Kansas - Meade County,Meade County,52250,1857
0100000US,,United States,0500000US20121,20121,United States - Kansas - Miami County,Miami County,60966,4034
0100000US,,United States,0500000US20123,20123,United States - Kansas - Mitchell County,Mitchell County,48217,4692
0100000US,,United States,0500000US20125,20125,United States - Kansas - Montgomery County,Montgomery County,41083,1652
0100000US,,United States,0500000US20127,20127,United States - Kansas - Morris County,Morris County,47089,2822
0100000US,,United States,0500000US20129,20129,United States - Kansas - Morton County,Morton County,46028,6778
0100000US,,United States,0500000US20131,20131,United States - Kansas - Nemaha County,Nemaha County,48653,3154
0100000US,,United States,0500000US20133,20133,United States - Kansas - Neosho County,Neosho County,43195,2924
0100000US,,United States,0500000US20135,20135,United States - Kansas - Ness County,Ness County,44904,3073
0100000US,,United States,0500000US20137,20137,United States - Kansas - Norton County,Norton County,47852,10985
0100000US,,United States,0500000US20139,20139,United States - Kansas - Osage County,Osage County,49915,2362
0100000US,,United States,0500000US20141,20141,United States - Kansas - Osborne County,Osborne County,40216,3678
0100000US,,United States,0500000US20143,20143,United States - Kansas - Ottawa County,Ottawa County,52479,3884
0100000US,,United States,0500000US20145,20145,United States - Kansas - Pawnee County,Pawnee County,43250,8169
0100000US,,United States,0500000US20147,20147,United States - Kansas - Phillips County,Phillips County,44170,1425
0100000US,,United States,0500000US20149,20149,United States - Kansas - Pottawatomie County,Pottawatomie County,60216,3348
0100000US,,United States,0500000US20151,20151,United States - Kansas - Pratt County,Pratt County,49550,4480
0100000US,,United States,0500000US20153,20153,United States - Kansas - Rawlins County,Rawlins County,41579,4775
0100000US,,United States,0500000US20155,20155,United States - Kansas - Reno County,Reno County,45288,1549
0100000US,,United States,0500000US20157,20157,United States - Kansas - Republic County,Republic County,40449,1850
0100000US,,United States,0500000US20159,20159,United States - Kansas - Rice County,Rice County,48460,3795
0100000US,,United States,0500000US20161,20161,United States - Kansas - Riley County,Riley County,44437,1711
0100000US,,United States,0500000US20163,20163,United States - Kansas - Rooks County,Rooks County,43558,3779
0100000US,,United States,0500000US20165,20165,United States - Kansas - Rush County,Rush County,38854,4377
0100000US,,United States,0500000US20167,20167,United States - Kansas - Russell County,Russell County,41102,4659
0100000US,,United States,0500000US20169,20169,United States - Kansas - Saline County,Saline County,47801,1835
0100000US,,United States,0500000US20171,20171,United States - Kansas - Scott County,Scott County,51850,10573
0100000US,,United States,0500000US20173,20173,United States - Kansas - Sedgwick County,Sedgwick County,50657,597
0100000US,,United States,0500000US20175,20175,United States - Kansas - Seward County,Seward County,47134,3527
0100000US,,United States,0500000US20177,20177,United States - Kansas - Shawnee County,Shawnee County,50378,1143
0100000US,,United States,0500000US20179,20179,United States - Kansas - Sheridan County,Sheridan County,49750,4815
0100000US,,United States,0500000US20181,20181,United States - Kansas - Sherman County,Sherman County,39029,4372
0100000US,,United States,0500000US20183,20183,United States - Kansas - Smith County,Smith County,43848,2126
0100000US,,United States,0500000US20185,20185,United States - Kansas - Stafford County,Stafford County,47377,3697
0100000US,,United States,0500000US20187,20187,United States - Kansas - Stanton County,Stanton County,43780,8780
0100000US,,United States,0500000US20189,20189,United States - Kansas - Stevens County,Stevens County,55433,6296
0100000US,,United States,0500000US20191,20191,United States - Kansas - Sumner County,Sumner County,50141,2850
0100000US,,United States,0500000US20193,20193,United States - Kansas - Thomas County,Thomas County,48504,4154
0100000US,,United States,0500000US20195,20195,United States - Kansas - Trego County,Trego County,54000,3335
0100000US,,United States,0500000US20197,20197,United States - Kansas - Wabaunsee County,Wabaunsee County,54688,3683
0100000US,,United States,0500000US20199,20199,United States - Kansas - Wallace County,Wallace County,47279,11550
0100000US,,United States,0500000US20201,20201,United States - Kansas - Washington County,Washington County,45159,3716
0100000US,,United States,0500000US20203,20203,United States - Kansas - Wichita County,Wichita County,57171,6871
0100000US,,United States,0500000US20205,20205,United States - Kansas - Wilson County,Wilson County,40306,3085
0100000US,,United States,0500000US20207,20207,United States - Kansas - Woodson County,Woodson County,35787,5287
0100000US,,United States,0500000US20209,20209,United States - Kansas - Wyandotte County,Wyandotte County,40113,829
0100000US,,United States,0400000US21,21,United States - Kentucky,Kentucky,43740,302
0100000US,,United States,0500000US21001,21001,United States - Kentucky - Adair County,Adair County,33362,3062
0100000US,,United States,0500000US21003,21003,United States - Kentucky - Allen County,Allen County,41326,3445
0100000US,,United States,0500000US21005,21005,United States - Kentucky - Anderson County,Anderson County,53974,3350
0100000US,,United States,0500000US21007,21007,United States - Kentucky - Ballard County,Ballard County,42244,2473
0100000US,,United States,0500000US21009,21009,United States - Kentucky - Barren County,Barren County,38370,1807
0100000US,,United States,0500000US21011,21011,United States - Kentucky - Bath County,Bath County,33483,2421
0100000US,,United States,0500000US21013,21013,United States - Kentucky - Bell County,Bell County,22443,1863
0100000US,,United States,0500000US21015,21015,United States - Kentucky - Boone County,Boone County,66730,1965
0100000US,,United States,0500000US21017,21017,United States - Kentucky - Bourbon County,Bourbon County,45208,2863
0100000US,,United States,0500000US21019,21019,United States - Kentucky - Boyd County,Boyd County,42319,2715
0100000US,,United States,0500000US21021,21021,United States - Kentucky - Boyle County,Boyle County,39704,2136
0100000US,,United States,0500000US21023,21023,United States - Kentucky - Bracken County,Bracken County,36327,4162
0100000US,,United States,0500000US21025,21025,United States - Kentucky - Breathitt County,Breathitt County,25817,1366
0100000US,,United States,0500000US21027,21027,United States - Kentucky - Breckinridge County,Breckinridge County,43479,3250
0100000US,,United States,0500000US21029,21029,United States - Kentucky - Bullitt County,Bullitt County,55975,2043
0100000US,,United States,0500000US21031,21031,United States - Kentucky - Butler County,Butler County,33536,4414
0100000US,,United States,0500000US21033,21033,United States - Kentucky - Caldwell County,Caldwell County,42537,6024
0100000US,,United States,0500000US21035,21035,United States - Kentucky - Calloway County,Calloway County,37034,2435
0100000US,,United States,0500000US21037,21037,United States - Kentucky - Campbell County,Campbell County,54621,1722
0100000US,,United States,0500000US21039,21039,United States - Kentucky - Carlisle County,Carlisle County,38829,2775
0100000US,,United States,0500000US21041,21041,United States - Kentucky - Carroll County,Carroll County,41439,2384
0100000US,,United States,0500000US21043,21043,United States - Kentucky - Carter County,Carter County,36696,2216
0100000US,,United States,0500000US21045,21045,United States - Kentucky - Casey County,Casey County,32341,2241
0100000US,,United States,0500000US21047,21047,United States - Kentucky - Christian County,Christian County,39521,1656
0100000US,,United States,0500000US21049,21049,United States - Kentucky - Clark County,Clark County,47959,2888
0100000US,,United States,0500000US21051,21051,United States - Kentucky - Clay County,Clay County,21549,1892
0100000US,,United States,0500000US21053,21053,United States - Kentucky - Clinton County,Clinton County,28025,2629
0100000US,,United States,0500000US21055,21055,United States - Kentucky - Crittenden County,Crittenden County,35316,3742
0100000US,,United States,0500000US21057,21057,United States - Kentucky - Cumberland County,Cumberland County,32019,3342
0100000US,,United States,0500000US21059,21059,United States - Kentucky - Daviess County,Daviess County,45989,1577
0100000US,,United States,0500000US21061,21061,United States - Kentucky - Edmonson County,Edmonson County,41710,3938
0100000US,,United States,0500000US21063,21063,United States - Kentucky - Elliott County,Elliott County,28224,5065
0100000US,,United States,0500000US21065,21065,United States - Kentucky - Estill County,Estill County,29770,4117
0100000US,,United States,0500000US21067,21067,United States - Kentucky - Fayette County,Fayette County,49778,810
0100000US,,United States,0500000US21069,21069,United States - Kentucky - Fleming County,Fleming County,35469,4094
0100000US,,United States,0500000US21071,21071,United States - Kentucky - Floyd County,Floyd County,30096,2551
0100000US,,United States,0500000US21073,21073,United States - Kentucky - Franklin County,Franklin County,47964,2842
0100000US,,United States,0500000US21075,21075,United States - Kentucky - Fulton County,Fulton County,28359,4067
0100000US,,United States,0500000US21077,21077,United States - Kentucky - Gallatin County,Gallatin County,48370,3904
0100000US,,United States,0500000US21079,21079,United States - Kentucky - Garrard County,Garrard County,44243,2240
0100000US,,United States,0500000US21081,21081,United States - Kentucky - Grant County,Grant County,44824,3492
0100000US,,United States,0500000US21083,21083,United States - Kentucky - Graves County,Graves County,39530,2015
0100000US,,United States,0500000US21085,21085,United States - Kentucky - Grayson County,Grayson County,35030,2737
0100000US,,United States,0500000US21087,21087,United States - Kentucky - Green County,Green County,34982,4555
0100000US,,United States,0500000US21089,21089,United States - Kentucky - Greenup County,Greenup County,45370,1926
0100000US,,United States,0500000US21091,21091,United States - Kentucky - Hancock County,Hancock County,50476,3754
0100000US,,United States,0500000US21093,21093,United States - Kentucky - Hardin County,Hardin County,50765,1766
0100000US,,United States,0500000US21095,21095,United States - Kentucky - Harlan County,Harlan County,25814,1880
0100000US,,United States,0500000US21097,21097,United States - Kentucky - Harrison County,Harrison County,35681,2545
0100000US,,United States,0500000US21099,21099,United States - Kentucky - Hart County,Hart County,34774,2799
0100000US,,United States,0500000US21101,21101,United States - Kentucky - Henderson County,Henderson County,41036,2205
0100000US,,United States,0500000US21103,21103,United States - Kentucky - Henry County,Henry County,46495,2717
0100000US,,United States,0500000US21105,21105,United States - Kentucky - Hickman County,Hickman County,41218,3677
0100000US,,United States,0500000US21107,21107,United States - Kentucky - Hopkins County,Hopkins County,42346,1747
0100000US,,United States,0500000US21109,21109,United States - Kentucky - Jackson County,Jackson County,29826,2574
0100000US,,United States,0500000US21111,21111,United States - Kentucky - Jefferson County,Jefferson County,48695,711
0100000US,,United States,0500000US21113,21113,United States - Kentucky - Jessamine County,Jessamine County,50558,2236
0100000US,,United States,0500000US21115,21115,United States - Kentucky - Johnson County,Johnson County,35570,1792
0100000US,,United States,0500000US21117,21117,United States - Kentucky - Kenton County,Kenton County,54296,1616
0100000US,,United States,0500000US21119,21119,United States - Kentucky - Knott County,Knott County,30411,3850
0100000US,,United States,0500000US21121,21121,United States - Kentucky - Knox County,Knox County,26599,2214
0100000US,,United States,0500000US21123,21123,United States - Kentucky - Larue County,Larue County,38578,3292
0100000US,,United States,0500000US21125,21125,United States - Kentucky - Laurel County,Laurel County,36020,1271
0100000US,,United States,0500000US21127,21127,United States - Kentucky - Lawrence County,Lawrence County,35935,4264
0100000US,,United States,0500000US21129,21129,United States - Kentucky - Lee County,Lee County,22698,3375
0100000US,,United States,0500000US21131,21131,United States - Kentucky - Leslie County,Leslie County,25872,4978
0100000US,,United States,0500000US21133,21133,United States - Kentucky - Letcher County,Letcher County,30333,2764
0100000US,,United States,0500000US21135,21135,United States - Kentucky - Lewis County,Lewis County,28630,2096
0100000US,,United States,0500000US21137,21137,United States - Kentucky - Lincoln County,Lincoln County,37139,1784
0100000US,,United States,0500000US21139,21139,United States - Kentucky - Livingston County,Livingston County,42171,4811
0100000US,,United States,0500000US21141,21141,United States - Kentucky - Logan County,Logan County,38570,2613
0100000US,,United States,0500000US21143,21143,United States - Kentucky - Lyon County,Lyon County,46931,3437
0100000US,,United States,0500000US21145,21145,United States - Kentucky - McCracken County,McCracken County,44067,2174
0100000US,,United States,0500000US21147,21147,United States - Kentucky - McCreary County,McCreary County,19328,2179
0100000US,,United States,0500000US21149,21149,United States - Kentucky - McLean County,McLean County,40770,3639
0100000US,,United States,0500000US21151,21151,United States - Kentucky - Madison County,Madison County,42390,2162
0100000US,,United States,0500000US21153,21153,United States - Kentucky - Magoffin County,Magoffin County,28500,3420
0100000US,,United States,0500000US21155,21155,United States - Kentucky - Marion County,Marion County,38826,3588
0100000US,,United States,0500000US21157,21157,United States - Kentucky - Marshall County,Marshall County,45212,2855
0100000US,,United States,0500000US21159,21159,United States - Kentucky - Martin County,Martin County,25795,4616
0100000US,,United States,0500000US21161,21161,United States - Kentucky - Mason County,Mason County,38824,2186
0100000US,,United States,0500000US21163,21163,United States - Kentucky - Meade County,Meade County,49884,1918
0100000US,,United States,0500000US21165,21165,United States - Kentucky - Menifee County,Menifee County,31503,3675
0100000US,,United States,0500000US21167,21167,United States - Kentucky - Mercer County,Mercer County,42083,4083
0100000US,,United States,0500000US21169,21169,United States - Kentucky - Metcalfe County,Metcalfe County,32294,2849
0100000US,,United States,0500000US21171,21171,United States - Kentucky - Monroe County,Monroe County,31045,1990
0100000US,,United States,0500000US21173,21173,United States - Kentucky - Montgomery County,Montgomery County,39275,3473
0100000US,,United States,0500000US21175,21175,United States - Kentucky - Morgan County,Morgan County,29707,2980
0100000US,,United States,0500000US21177,21177,United States - Kentucky - Muhlenberg County,Muhlenberg County,38961,2438
0100000US,,United States,0500000US21179,21179,United States - Kentucky - Nelson County,Nelson County,49298,2651
0100000US,,United States,0500000US21181,21181,United States - Kentucky - Nicholas County,Nicholas County,36097,3292
0100000US,,United States,0500000US21183,21183,United States - Kentucky - Ohio County,Ohio County,40189,2883
0100000US,,United States,0500000US21185,21185,United States - Kentucky - Oldham County,Oldham County,85452,2772
0100000US,,United States,0500000US21187,21187,United States - Kentucky - Owen County,Owen County,41934,4265
0100000US,,United States,0500000US21189,21189,United States - Kentucky - Owsley County,Owsley County,20985,3161
0100000US,,United States,0500000US21191,21191,United States - Kentucky - Pendleton County,Pendleton County,48353,4990
0100000US,,United States,0500000US21193,21193,United States - Kentucky - Perry County,Perry County,32667,3938
0100000US,,United States,0500000US21195,21195,United States - Kentucky - Pike County,Pike County,33183,1404
0100000US,,United States,0500000US21197,21197,United States - Kentucky - Powell County,Powell County,29736,4655
0100000US,,United States,0500000US21199,21199,United States - Kentucky - Pulaski County,Pulaski County,34790,2528
0100000US,,United States,0500000US21201,21201,United States - Kentucky - Robertson County,Robertson County,31741,3839
0100000US,,United States,0500000US21203,21203,United States - Kentucky - Rockcastle County,Rockcastle County,31555,2508
0100000US,,United States,0500000US21205,21205,United States - Kentucky - Rowan County,Rowan County,36860,3376
0100000US,,United States,0500000US21207,21207,United States - Kentucky - Russell County,Russell County,30720,1909
0100000US,,United States,0500000US21209,21209,United States - Kentucky - Scott County,Scott County,63027,2780
0100000US,,United States,0500000US21211,21211,United States - Kentucky - Shelby County,Shelby County,60324,2729
0100000US,,United States,0500000US21213,21213,United States - Kentucky - Simpson County,Simpson County,39679,3954
0100000US,,United States,0500000US21215,21215,United States - Kentucky - Spencer County,Spencer County,63000,3435
0100000US,,United States,0500000US21217,21217,United States - Kentucky - Taylor County,Taylor County,33340,2455
0100000US,,United States,0500000US21219,21219,United States - Kentucky - Todd County,Todd County,40497,4357
0100000US,,United States,0500000US21221,21221,United States - Kentucky - Trigg County,Trigg County,44083,4643
0100000US,,United States,0500000US21223,21223,United States - Kentucky - Trimble County,Trimble County,47409,3974
0100000US,,United States,0500000US21225,21225,United States - Kentucky - Union County,Union County,40120,3015
0100000US,,United States,0500000US21227,21227,United States - Kentucky - Warren County,Warren County,44911,1525
0100000US,,United States,0500000US21229,21229,United States - Kentucky - Washington County,Washington County,40976,5053
0100000US,,United States,0500000US21231,21231,United States - Kentucky - Wayne County,Wayne County,28573,2414
0100000US,,United States,0500000US21233,21233,United States - Kentucky - Webster County,Webster County,38917,2794
0100000US,,United States,0500000US21235,21235,United States - Kentucky - Whitley County,Whitley County,31014,2554
0100000US,,United States,0500000US21237,21237,United States - Kentucky - Wolfe County,Wolfe County,20504,2614
0100000US,,United States,0500000US21239,21239,United States - Kentucky - Woodford County,Woodford County,58750,3915
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,45047,315
0100000US,,United States,0500000US22001,22001,United States - Louisiana - Acadia Parish,Acadia Parish,37649,2481
0100000US,,United States,0500000US22003,22003,United States - Louisiana - Allen Parish,Allen Parish,40948,3552
0100000US,,United States,0500000US22005,22005,United States - Louisiana - Ascension Parish,Ascension Parish,70551,1834
0100000US,,United States,0500000US22007,22007,United States - Louisiana - Assumption Parish,Assumption Parish,49167,2888
0100000US,,United States,0500000US22009,22009,United States - Louisiana - Avoyelles Parish,Avoyelles Parish,33739,3075
