GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,MOE
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographical Area,Geographical Area,Median,Margin of Error
0100000US,,United States,0500000US18079,18079,United States - Indiana - Jennings County,Jennings County,43550,2324
0100000US,,United States,0500000US18081,18081,United States - Indiana - Johnson County,Johnson County,59031,2220
0100000US,,United States,0500000US18083,18083,United States - Indiana - Knox County,Knox County,40105,3328
0100000US,,United States,0500000US18085,18085,United States - Indiana - Kosciusko County,Kosciusko County,49599,1929
0100000US,,United States,0500000US18087,18087,United States - Indiana - LaGrange County,LaGrange County,50812,2112
0100000US,,United States,0500000US18089,18089,United States - Indiana - Lake County,Lake County,47650,1110
0100000US,,United States,0500000US18091,18091,United States - Indiana - LaPorte County,LaPorte County,46546,2004
0100000US,,United States,0500000US18093,18093,United States - Indiana - Lawrence County,Lawrence County,40763,1917
0100000US,,United States,0500000US18095,18095,United States - Indiana - Madison County,Madison County,42616,1494
0100000US,,United States,0500000US18097,18097,United States - Indiana - Marion County,Marion County,44339,568
0100000US,,United States,0500000US18099,18099,United States - Indiana - Marshall County,Marshall County,51615,2200
0100000US,,United States,0500000US18103,18103,United States - Indiana - Miami County,Miami County,41904,2478
0100000US,,United States,0500000US18105,18105,United States - Indiana - Monroe County,Monroe County,38834,2347
0100000US,,United States,0500000US18107,18107,United States - Indiana - Montgomery County,Montgomery County,47110,2099
0100000US,,United States,0500000US18109,18109,United States - Indiana - Morgan County,Morgan County,54379,2329
0100000US,,United States,0500000US18113,18113,United States - Indiana - Noble County,Noble County,47800,2057
0100000US,,United States,0500000US18119,18119,United States - Indiana - Owen County,Owen County,44001,4618
0100000US,,United States,0500000US18127,18127,United States - Indiana - Porter County,Porter County,59245,1815
0100000US,,United States,0500000US18129,18129,United States - Indiana - Posey County,Posey County,58602,5219
0100000US,,United States,0500000US18133,18133,United States - Indiana - Putnam County,Putnam County,46655,4149
0100000US,,United States,0500000US18135,18135,United States - Indiana - Randolph County,Randolph County,40213,2901
0100000US,,United States,0500000US18137,18137,United States - Indiana - Ripley County,Ripley County,46824,2320
0100000US,,United States,0500000US18141,18141,United States - Indiana - St. Joseph County,St. Joseph County,44533,1157
0100000US,,United States,0500000US18143,18143,United States - Indiana - Scott County,Scott County,36111,2616
0100000US,,United States,0500000US18145,18145,United States - Indiana - Shelby County,Shelby County,50097,2190
0100000US,,United States,0500000US18147,18147,United States - Indiana - Spencer County,Spencer County,50057,2909
0100000US,,United States,0500000US18149,18149,United States - Indiana - Starke County,Starke County,37227,4336
0100000US,,United States,0500000US18151,18151,United States - Indiana - Steuben County,Steuben County,45254,3607
0100000US,,United States,0500000US18153,18153,United States - Indiana - Sullivan County,Sullivan County,40676,3809
0100000US,,United States,0500000US18157,18157,United States - Indiana - Tippecanoe County,Tippecanoe County,41472,1309
0100000US,,United States,0500000US18163,18163,United States - Indiana - Vanderburgh County,Vanderburgh County,41898,1290
0100000US,,United States,0500000US18167,18167,United States - Indiana - Vigo County,Vigo County,36249,1821
0100000US,,United States,0500000US18169,18169,United States - Indiana - Wabash County,Wabash County,44129,2195
0100000US,,United States,0500000US18173,18173,United States - Indiana - Warrick County,Warrick County,60748,2952
0100000US,,United States,0500000US18175,18175,United States - Indiana - Washington County,Washington County,36299,2198
0100000US,,United States,0500000US18177,18177,United States - Indiana - Wayne County,Wayne County,39462,2257
0100000US,,United States,0500000US18179,18179,United States - Indiana - Wells County,Wells County,45312,2198
0100000US,,United States,0500000US18181,18181,United States - Indiana - White County,White County,42676,3532
0100000US,,United States,0500000US18183,18183,United States - Indiana - Whitley County,Whitley County,54268,2205
0100000US,,United States,0400000US19,19,United States - Iowa,Iowa,46399,309
0100000US,,United States,0500000US19011,19011,United States - Iowa - Benton County,Benton County,51538,4701
0100000US,,United States,0500000US19013,19013,United States - Iowa - Black Hawk County,Black Hawk County,42274,1187
0100000US,,United States,0500000US19015,19015,United States - Iowa - Boone County,Boone County,47281,3158
0100000US,,United States,0500000US19017,19017,United States - Iowa - Bremer County,Bremer County,50432,2354
0100000US,,United States,0500000US19019,19019,United States - Iowa - Buchanan County,Buchanan County,46661,3240
0100000US,,United States,0500000US19027,19027,United States - Iowa - Carroll County,Carroll County,47096,3436
0100000US,,United States,0500000US19033,19033,United States - Iowa - Cerro Gordo County,Cerro Gordo County,42098,2350
0100000US,,United States,0500000US19045,19045,United States - Iowa - Clinton County,Clinton County,41722,1568
0100000US,,United States,0500000US19049,19049,United States - Iowa - Dallas County,Dallas County,62318,2720
0100000US,,United States,0500000US19057,19057,United States - Iowa - Des Moines County,Des Moines County,41025,2524
0100000US,,United States,0500000US19061,19061,United States - Iowa - Dubuque County,Dubuque County,46633,1692
0100000US,,United States,0500000US19065,19065,United States - Iowa - Fayette County,Fayette County,37003,2535
0100000US,,United States,0500000US19087,19087,United States - Iowa - Henry County,Henry County,42119,2372
0100000US,,United States,0500000US19097,19097,United States - Iowa - Jackson County,Jackson County,41373,1887
0100000US,,United States,0500000US19099,19099,United States - Iowa - Jasper County,Jasper County,45882,2138
0100000US,,United States,0500000US19103,19103,United States - Iowa - Johnson County,Johnson County,49295,1538
0100000US,,United States,0500000US19105,19105,United States - Iowa - Jones County,Jones County,43852,4197
0100000US,,United States,0500000US19111,19111,United States - Iowa - Lee County,Lee County,40098,1672
0100000US,,United States,0500000US19113,19113,United States - Iowa - Linn County,Linn County,50358,1406
0100000US,,United States,0500000US19123,19123,United States - Iowa - Mahaska County,Mahaska County,43879,3320
0100000US,,United States,0500000US19125,19125,United States - Iowa - Marion County,Marion County,51193,4589
0100000US,,United States,0500000US19127,19127,United States - Iowa - Marshall County,Marshall County,45923,2319
0100000US,,United States,0500000US19139,19139,United States - Iowa - Muscatine County,Muscatine County,49614,2813
0100000US,,United States,0500000US19149,19149,United States - Iowa - Plymouth County,Plymouth County,50422,2168
0100000US,,United States,0500000US19153,19153,United States - Iowa - Polk County,Polk County,54268,1157
0100000US,,United States,0500000US19155,19155,United States - Iowa - Pottawattamie County,Pottawattamie County,48084,2624
0100000US,,United States,0500000US19163,19163,United States - Iowa - Scott County,Scott County,48346,1601
0100000US,,United States,0500000US19167,19167,United States - Iowa - Sioux County,Sioux County,47429,3169
0100000US,,United States,0500000US19169,19169,United States - Iowa - Story County,Story County,45991,1816
0100000US,,United States,0500000US19179,19179,United States - Iowa - Wapello County,Wapello County,36789,1744
0100000US,,United States,0500000US19181,19181,United States - Iowa - Warren County,Warren County,58811,1988
0100000US,,United States,0500000US19183,19183,United States - Iowa - Washington County,Washington County,47900,2411
0100000US,,United States,0500000US19187,19187,United States - Iowa - Webster County,Webster County,41155,1754
0100000US,,United States,0500000US19191,19191,United States - Iowa - Winneshiek County,Winneshiek County,46529,3047
0100000US,,United States,0500000US19193,19193,United States - Iowa - Woodbury County,Woodbury County,43844,1808
0100000US,,United States,0400000US20,20,United States - Kansas,Kansas,46669,305
0100000US,,United States,0500000US20009,20009,United States - Kansas - Barton County,Barton County,40826,1572
0100000US,,United States,0500000US20015,20015,United States - Kansas - Butler County,Butler County,53433,2981
0100000US,,United States,0500000US20021,20021,United States - Kansas - Cherokee County,Cherokee County,34453,2380
0100000US,,United States,0500000US20035,20035,United States - Kansas - Cowley County,Cowley County,37855,2349
0100000US,,United States,0500000US20037,20037,United States - Kansas - Crawford County,Crawford County,32927,1867
0100000US,,United States,0500000US20045,20045,United States - Kansas - Douglas County,Douglas County,44547,2326
0100000US,,United States,0500000US20051,20051,United States - Kansas - Ellis County,Ellis County,43121,2022
0100000US,,United States,0500000US20055,20055,United States - Kansas - Finney County,Finney County,47806,3764
0100000US,,United States,0500000US20057,20057,United States - Kansas - Ford County,Ford County,42546,3497
0100000US,,United States,0500000US20059,20059,United States - Kansas - Franklin County,Franklin County,46560,4041
0100000US,,United States,0500000US20061,20061,United States - Kansas - Geary County,Geary County,41791,2626
0100000US,,United States,0500000US20079,20079,United States - Kansas - Harvey County,Harvey County,44550,2858
0100000US,,United States,0500000US20091,20091,United States - Kansas - Johnson County,Johnson County,71540,1068
0100000US,,United States,0500000US20099,20099,United States - Kansas - Labette County,Labette County,35629,2641
0100000US,,United States,0500000US20103,20103,United States - Kansas - Leavenworth County,Leavenworth County,57746,3102
0100000US,,United States,0500000US20111,20111,United States - Kansas - Lyon County,Lyon County,36298,2080
0100000US,,United States,0500000US20113,20113,United States - Kansas - McPherson County,McPherson County,50035,3581
0100000US,,United States,0500000US20121,20121,United States - Kansas - Miami County,Miami County,60573,5237
0100000US,,United States,0500000US20125,20125,United States - Kansas - Montgomery County,Montgomery County,34098,2190
0100000US,,United States,0500000US20155,20155,United States - Kansas - Reno County,Reno County,40693,1892
0100000US,,United States,0500000US20161,20161,United States - Kansas - Riley County,Riley County,38747,1817
0100000US,,United States,0500000US20169,20169,United States - Kansas - Saline County,Saline County,42037,2898
0100000US,,United States,0500000US20173,20173,United States - Kansas - Sedgwick County,Sedgwick County,46294,776
0100000US,,United States,0500000US20175,20175,United States - Kansas - Seward County,Seward County,38356,4459
0100000US,,United States,0500000US20177,20177,United States - Kansas - Shawnee County,Shawnee County,45274,1252
0100000US,,United States,0500000US20191,20191,United States - Kansas - Sumner County,Sumner County,48766,4113
0100000US,,United States,0500000US20209,20209,United States - Kansas - Wyandotte County,Wyandotte County,37278,1077
0100000US,,United States,0400000US21,21,United States - Kentucky,Kentucky,40138,304
0100000US,,United States,0500000US21005,21005,United States - Kentucky - Anderson County,Anderson County,49778,6480
0100000US,,United States,0500000US21009,21009,United States - Kentucky - Barren County,Barren County,38352,4006
0100000US,,United States,0500000US21013,21013,United States - Kentucky - Bell County,Bell County,20817,1935
0100000US,,United States,0500000US21015,21015,United States - Kentucky - Boone County,Boone County,62334,2772
0100000US,,United States,0500000US21019,21019,United States - Kentucky - Boyd County,Boyd County,40053,2827
0100000US,,United States,0500000US21021,21021,United States - Kentucky - Boyle County,Boyle County,38228,3169
0100000US,,United States,0500000US21029,21029,United States - Kentucky - Bullitt County,Bullitt County,51451,2532
0100000US,,United States,0500000US21035,21035,United States - Kentucky - Calloway County,Calloway County,36934,2743
0100000US,,United States,0500000US21037,21037,United States - Kentucky - Campbell County,Campbell County,50084,2105
0100000US,,United States,0500000US21043,21043,United States - Kentucky - Carter County,Carter County,31702,3234
0100000US,,United States,0500000US21047,21047,United States - Kentucky - Christian County,Christian County,37615,1528
0100000US,,United States,0500000US21049,21049,United States - Kentucky - Clark County,Clark County,44540,3792
0100000US,,United States,0500000US21051,21051,United States - Kentucky - Clay County,Clay County,20202,3824
0100000US,,United States,0500000US21059,21059,United States - Kentucky - Daviess County,Daviess County,40608,2187
0100000US,,United States,0500000US21067,21067,United States - Kentucky - Fayette County,Fayette County,45622,1418
0100000US,,United States,0500000US21071,21071,United States - Kentucky - Floyd County,Floyd County,26289,3863
0100000US,,United States,0500000US21073,21073,United States - Kentucky - Franklin County,Franklin County,47360,3728
0100000US,,United States,0500000US21081,21081,United States - Kentucky - Grant County,Grant County,42354,3743
0100000US,,United States,0500000US21083,21083,United States - Kentucky - Graves County,Graves County,35514,3687
0100000US,,United States,0500000US21085,21085,United States - Kentucky - Grayson County,Grayson County,32185,3710
0100000US,,United States,0500000US21089,21089,United States - Kentucky - Greenup County,Greenup County,39688,2786
0100000US,,United States,0500000US21093,21093,United States - Kentucky - Hardin County,Hardin County,45435,1603
0100000US,,United States,0500000US21095,21095,United States - Kentucky - Harlan County,Harlan County,27588,3273
0100000US,,United States,0500000US21101,21101,United States - Kentucky - Henderson County,Henderson County,38096,3181
0100000US,,United States,0500000US21107,21107,United States - Kentucky - Hopkins County,Hopkins County,38628,3554
0100000US,,United States,0500000US21111,21111,United States - Kentucky - Jefferson County,Jefferson County,43791,765
0100000US,,United States,0500000US21113,21113,United States - Kentucky - Jessamine County,Jessamine County,44299,2675
0100000US,,United States,0500000US21115,21115,United States - Kentucky - Johnson County,Johnson County,32218,7278
0100000US,,United States,0500000US21117,21117,United States - Kentucky - Kenton County,Kenton County,52600,1670
0100000US,,United States,0500000US21121,21121,United States - Kentucky - Knox County,Knox County,20586,3867
0100000US,,United States,0500000US21125,21125,United States - Kentucky - Laurel County,Laurel County,33325,2446
0100000US,,United States,0500000US21133,21133,United States - Kentucky - Letcher County,Letcher County,30146,3979
0100000US,,United States,0500000US21137,21137,United States - Kentucky - Lincoln County,Lincoln County,32680,2510
0100000US,,United States,0500000US21141,21141,United States - Kentucky - Logan County,Logan County,37458,3367
0100000US,,United States,0500000US21145,21145,United States - Kentucky - McCracken County,McCracken County,39006,1710
0100000US,,United States,0500000US21151,21151,United States - Kentucky - Madison County,Madison County,39260,2381
0100000US,,United States,0500000US21157,21157,United States - Kentucky - Marshall County,Marshall County,38313,3631
0100000US,,United States,0500000US21163,21163,United States - Kentucky - Meade County,Meade County,42772,4417
0100000US,,United States,0500000US21167,21167,United States - Kentucky - Mercer County,Mercer County,42120,4139
0100000US,,United States,0500000US21173,21173,United States - Kentucky - Montgomery County,Montgomery County,35035,6557
0100000US,,United States,0500000US21177,21177,United States - Kentucky - Muhlenberg County,Muhlenberg County,35117,4472
0100000US,,United States,0500000US21179,21179,United States - Kentucky - Nelson County,Nelson County,47160,3142
0100000US,,United States,0500000US21183,21183,United States - Kentucky - Ohio County,Ohio County,35952,3529
0100000US,,United States,0500000US21185,21185,United States - Kentucky - Oldham County,Oldham County,70615,4854
0100000US,,United States,0500000US21193,21193,United States - Kentucky - Perry County,Perry County,30841,6779
0100000US,,United States,0500000US21195,21195,United States - Kentucky - Pike County,Pike County,32033,2144
0100000US,,United States,0500000US21199,21199,United States - Kentucky - Pulaski County,Pulaski County,32557,1887
0100000US,,United States,0500000US21205,21205,United States - Kentucky - Rowan County,Rowan County,34106,4912
0100000US,,United States,0500000US21209,21209,United States - Kentucky - Scott County,Scott County,56270,4177
0100000US,,United States,0500000US21211,21211,United States - Kentucky - Shelby County,Shelby County,53252,2412
0100000US,,United States,0500000US21217,21217,United States - Kentucky - Taylor County,Taylor County,34811,2897
0100000US,,United States,0500000US21227,21227,United States - Kentucky - Warren County,Warren County,43254,2032
0100000US,,United States,0500000US21231,21231,United States - Kentucky - Wayne County,Wayne County,25967,3134
0100000US,,United States,0500000US21235,21235,United States - Kentucky - Whitley County,Whitley County,27481,3392
0100000US,,United States,0500000US21239,21239,United States - Kentucky - Woodford County,Woodford County,58168,6784
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,40160,270
0100000US,,United States,0500000US22001,22001,United States - Louisiana - Acadia Parish,Acadia Parish,29974,1669
0100000US,,United States,0500000US22003,22003,United States - Louisiana - Allen Parish,Allen Parish,34038,3343
0100000US,,United States,0500000US22005,22005,United States - Louisiana - Ascension Parish,Ascension Parish,53866,3233
0100000US,,United States,0500000US22007,22007,United States - Louisiana - Assumption Parish,Assumption Parish,37458,5772
0100000US,,United States,0500000US22009,22009,United States - Louisiana - Avoyelles Parish,Avoyelles Parish,28072,3700
0100000US,,United States,0500000US22011,22011,United States - Louisiana - Beauregard Parish,Beauregard Parish,41539,3412
0100000US,,United States,0500000US22015,22015,United States - Louisiana - Bossier Parish,Bossier Parish,48223,1756
0100000US,,United States,0500000US22017,22017,United States - Louisiana - Caddo Parish,Caddo Parish,34518,1082
0100000US,,United States,0500000US22019,22019,United States - Louisiana - Calcasieu Parish,Calcasieu Parish,39713,1876
0100000US,,United States,0500000US22031,22031,United States - Louisiana - De Soto Parish,De Soto Parish,35484,2253
0100000US,,United States,0500000US22033,22033,United States - Louisiana - East Baton Rouge Parish,East Baton Rouge Parish,43323,1104
0100000US,,United States,0500000US22037,22037,United States - Louisiana - East Feliciana Parish,East Feliciana Parish,37629,5268
0100000US,,United States,0500000US22039,22039,United States - Louisiana - Evangeline Parish,Evangeline Parish,30997,5102
0100000US,,United States,0500000US22041,22041,United States - Louisiana - Franklin Parish,Franklin Parish,26382,2537
0100000US,,United States,0500000US22045,22045,United States - Louisiana - Iberia Parish,Iberia Parish,38862,2159
0100000US,,United States,0500000US22047,22047,United States - Louisiana - Iberville Parish,Iberville Parish,37808,5598
0100000US,,United States,0500000US22051,22051,United States - Louisiana - Jefferson Parish,Jefferson Parish,46498,1157
0100000US,,United States,0500000US22053,22053,United States - Louisiana - Jefferson Davis Parish,Jefferson Davis Parish,35331,3369
0100000US,,United States,0500000US22055,22055,United States - Louisiana - Lafayette Parish,Lafayette Parish,43726,1618
0100000US,,United States,0500000US22057,22057,United States - Louisiana - Lafourche Parish,Lafourche Parish,41442,2256
0100000US,,United States,0500000US22061,22061,United States - Louisiana - Lincoln Parish,Lincoln Parish,32669,4463
0100000US,,United States,0500000US22063,22063,United States - Louisiana - Livingston Parish,Livingston Parish,50348,2479
0100000US,,United States,0500000US22067,22067,United States - Louisiana - Morehouse Parish,Morehouse Parish,29027,3440
0100000US,,United States,0500000US22069,22069,United States - Louisiana - Natchitoches Parish,Natchitoches Parish,27478,1737
0100000US,,United States,0500000US22071,22071,United States - Louisiana - Orleans Parish,Orleans Parish,35409,1553
0100000US,,United States,0500000US22073,22073,United States - Louisiana - Ouachita Parish,Ouachita Parish,36738,1912
0100000US,,United States,0500000US22075,22075,United States - Louisiana - Plaquemines Parish,Plaquemines Parish,45099,5374
0100000US,,United States,0500000US22077,22077,United States - Louisiana - Pointe Coupee Parish,Pointe Coupee Parish,32025,5797
0100000US,,United States,0500000US22079,22079,United States - Louisiana - Rapides Parish,Rapides Parish,36464,1467
0100000US,,United States,0500000US22083,22083,United States - Louisiana - Richland Parish,Richland Parish,36414,3473
0100000US,,United States,0500000US22085,22085,United States - Louisiana - Sabine Parish,Sabine Parish,34995,2863
0100000US,,United States,0500000US22089,22089,United States - Louisiana - St. Charles Parish,St. Charles Parish,58120,4543
0100000US,,United States,0500000US22093,22093,United States - Louisiana - St. James Parish,St. James Parish,48254,5262
0100000US,,United States,0500000US22095,22095,United States - Louisiana - St. John the Baptist Parish,St. John the Baptist Parish,46273,2559
0100000US,,United States,0500000US22097,22097,United States - Louisiana - St. Landry Parish,St. Landry Parish,24243,1818
0100000US,,United States,0500000US22099,22099,United States - Louisiana - St. Martin Parish,St. Martin Parish,37509,3146
0100000US,,United States,0500000US22101,22101,United States - Louisiana - St. Mary Parish,St. Mary Parish,37608,3899
0100000US,,United States,0500000US22103,22103,United States - Louisiana - St. Tammany Parish,St. Tammany Parish,58653,1728
0100000US,,United States,0500000US22105,22105,United States - Louisiana - Tangipahoa Parish,Tangipahoa Parish,34071,2385
0100000US,,United States,0500000US22109,22109,United States - Louisiana - Terrebonne Parish,Terrebonne Parish,44258,2574
0100000US,,United States,0500000US22111,22111,United States - Louisiana - Union Parish,Union Parish,34040,3796
0100000US,,United States,0500000US22113,22113,United States - Louisiana - Vermilion Parish,Vermilion Parish,37609,2551
0100000US,,United States,0500000US22115,22115,United States - Louisiana - Vernon Parish,Vernon Parish,38495,1551
0100000US,,United States,0500000US22117,22117,United States - Louisiana - Washington Parish,Washington Parish,31532,2331
0100000US,,United States,0500000US22119,22119,United States - Louisiana - Webster Parish,Webster Parish,32436,4039
0100000US,,United States,0500000US22121,22121,United States - Louisiana - West Baton Rouge Parish,West Baton Rouge Parish,42776,4512
0100000US,,United States,0400000US23,23,United States - Maine,Maine,45211,455
0100000US,,United States,0500000US23001,23001,United States - Maine - Androscoggin County,Androscoggin County,42725,1734
0100000US,,United States,0500000US23003,23003,United States - Maine - Aroostook County,Aroostook County,34225,1677
0100000US,,United States,0500000US23005,23005,United States - Maine - Cumberland County,Cumberland County,53768,1032
0100000US,,United States,0500000US23007,23007,United States - Maine - Franklin County,Franklin County,38975,2746
0100000US,,United States,0500000US23009,23009,United States - Maine - Hancock County,Hancock County,45822,2194
0100000US,,United States,0500000US23011,23011,United States - Maine - Kennebec County,Kennebec County,45248,2319
0100000US,,United States,0500000US23013,23013,United States - Maine - Knox County,Knox County,42495,3519
0100000US,,United States,0500000US23015,23015,United States - Maine - Lincoln County,Lincoln County,45620,4109
0100000US,,United States,0500000US23017,23017,United States - Maine - Oxford County,Oxford County,37175,1889
0100000US,,United States,0500000US23019,23019,United States - Maine - Penobscot County,Penobscot County,41336,1207
0100000US,,United States,0500000US23023,23023,United States - Maine - Sagadahoc County,Sagadahoc County,52569,2185
0100000US,,United States,0500000US23025,23025,United States - Maine - Somerset County,Somerset County,36154,1679
0100000US,,United States,0500000US23027,23027,United States - Maine - Waldo County,Waldo County,40470,1899
0100000US,,United States,0500000US23029,23029,United States - Maine - Washington County,Washington County,33171,1872
0100000US,,United States,0500000US23031,23031,United States - Maine - York County,York County,52726,1230
0100000US,,United States,0400000US24,24,United States - Maryland,Maryland,66873,409
0100000US,,United States,0500000US24001,24001,United States - Maryland - Allegany County,Allegany County,35453,1740
0100000US,,United States,0500000US24003,24003,United States - Maryland - Anne Arundel County,Anne Arundel County,79294,1568
0100000US,,United States,0500000US24005,24005,United States - Maryland - Baltimore County,Baltimore County,60701,835
0100000US,,United States,0500000US24009,24009,United States - Maryland - Calvert County,Calvert County,88989,3389
0100000US,,United States,0500000US24011,24011,United States - Maryland - Caroline County,Caroline County,51191,3679
0100000US,,United States,0500000US24013,24013,United States - Maryland - Carroll County,Carroll County,78912,2394
0100000US,,United States,0500000US24015,24015,United States - Maryland - Cecil County,Cecil County,62608,2001
0100000US,,United States,0500000US24017,24017,United States - Maryland - Charles County,Charles County,80573,2729
0100000US,,United States,0500000US24019,24019,United States - Maryland - Dorchester County,Dorchester County,42322,2307
0100000US,,United States,0500000US24021,24021,United States - Maryland - Frederick County,Frederick County,76920,2054
0100000US,,United States,0500000US24023,24023,United States - Maryland - Garrett County,Garrett County,42460,2227
0100000US,,United States,0500000US24025,24025,United States - Maryland - Harford County,Harford County,72085,1565
0100000US,,United States,0500000US24027,24027,United States - Maryland - Howard County,Howard County,97837,3012
0100000US,,United States,0500000US24031,24031,United States - Maryland - Montgomery County,Montgomery County,89284,1236
0100000US,,United States,0500000US24033,24033,United States - Maryland - Prince George's County,Prince George's County,68410,1162
0100000US,,United States,0500000US24035,24035,United States - Maryland - Queen Anne's County,Queen Anne's County,73964,3924
0100000US,,United States,0500000US24037,24037,United States - Maryland - St. Mary's County,St. Mary's County,71559,2651
0100000US,,United States,0500000US24039,24039,United States - Maryland - Somerset County,Somerset County,38086,3949
0100000US,,United States,0500000US24041,24041,United States - Maryland - Talbot County,Talbot County,57966,3844
0100000US,,United States,0500000US24043,24043,United States - Maryland - Washington County,Washington County,51034,2333
0100000US,,United States,0500000US24045,24045,United States - Maryland - Wicomico County,Wicomico County,49194,2800
0100000US,,United States,0500000US24047,24047,United States - Maryland - Worcester County,Worcester County,50181,3254
0100000US,,United States,0500000US24510,24510,United States - Maryland - Baltimore city,Baltimore city,36304,813
0100000US,,United States,0400000US25,25,United States - Massachusetts,Massachusetts,61785,374
0100000US,,United States,0500000US25001,25001,United States - Massachusetts - Barnstable County,Barnstable County,58422,1727
0100000US,,United States,0500000US25003,25003,United States - Massachusetts - Berkshire County,Berkshire County,48836,2894
0100000US,,United States,0500000US25005,25005,United States - Massachusetts - Bristol County,Bristol County,54070,948
0100000US,,United States,0500000US25009,25009,United States - Massachusetts - Essex County,Essex County,61505,1046
0100000US,,United States,0500000US25011,25011,United States - Massachusetts - Franklin County,Franklin County,51231,1640
0100000US,,United States,0500000US25013,25013,United States - Massachusetts - Hampden County,Hampden County,45935,924
0100000US,,United States,0500000US25015,25015,United States - Massachusetts - Hampshire County,Hampshire County,53170,1584
0100000US,,United States,0500000US25017,25017,United States - Massachusetts - Middlesex County,Middlesex County,74010,780
0100000US,,United States,0500000US25021,25021,United States - Massachusetts - Norfolk County,Norfolk County,77294,1001
0100000US,,United States,0500000US25023,25023,United States - Massachusetts - Plymouth County,Plymouth County,70335,1174
0100000US,,United States,0500000US25025,25025,United States - Massachusetts - Suffolk County,Suffolk County,48735,1178
0100000US,,United States,0500000US25027,25027,United States - Massachusetts - Worcester County,Worcester County,60709,1188
0100000US,,United States,0400000US26,26,United States - Michigan,Michigan,48642,201
0100000US,,United States,0500000US26005,26005,United States - Michigan - Allegan County,Allegan County,51285,1427
0100000US,,United States,0500000US26007,26007,United States - Michigan - Alpena County,Alpena County,35329,2008
0100000US,,United States,0500000US26009,26009,United States - Michigan - Antrim County,Antrim County,43849,2201
0100000US,,United States,0500000US26015,26015,United States - Michigan - Barry County,Barry County,50835,1776
0100000US,,United States,0500000US26017,26017,United States - Michigan - Bay County,Bay County,43353,1688
0100000US,,United States,0500000US26021,26021,United States - Michigan - Berrien County,Berrien County,42188,1335
0100000US,,United States,0500000US26023,26023,United States - Michigan - Branch County,Branch County,42331,2472
0100000US,,United States,0500000US26025,26025,United States - Michigan - Calhoun County,Calhoun County,42181,1339
0100000US,,United States,0500000US26027,26027,United States - Michigan - Cass County,Cass County,42601,1586
0100000US,,United States,0500000US26029,26029,United States - Michigan - Charlevoix County,Charlevoix County,48741,2280
0100000US,,United States,0500000US26031,26031,United States - Michigan - Cheboygan County,Cheboygan County,38064,2095
0100000US,,United States,0500000US26033,26033,United States - Michigan - Chippewa County,Chippewa County,37735,2394
0100000US,,United States,0500000US26035,26035,United States - Michigan - Clare County,Clare County,34602,1976
0100000US,,United States,0500000US26037,26037,United States - Michigan - Clinton County,Clinton County,59991,1600
0100000US,,United States,0500000US26041,26041,United States - Michigan - Delta County,Delta County,37884,1579
0100000US,,United States,0500000US26043,26043,United States - Michigan - Dickinson County,Dickinson County,39240,2360
0100000US,,United States,0500000US26045,26045,United States - Michigan - Eaton County,Eaton County,52592,1841
0100000US,,United States,0500000US26047,26047,United States - Michigan - Emmet County,Emmet County,46402,1551
0100000US,,United States,0500000US26049,26049,United States - Michigan - Genesee County,Genesee County,44277,846
0100000US,,United States,0500000US26051,26051,United States - Michigan - Gladwin County,Gladwin County,35535,1387
0100000US,,United States,0500000US26055,26055,United States - Michigan - Grand Traverse County,Grand Traverse County,49066,1973
0100000US,,United States,0500000US26057,26057,United States - Michigan - Gratiot County,Gratiot County,42193,1971
0100000US,,United States,0500000US26059,26059,United States - Michigan - Hillsdale County,Hillsdale County,42075,1856
0100000US,,United States,0500000US26061,26061,United States - Michigan - Houghton County,Houghton County,31076,2169
0100000US,,United States,0500000US26063,26063,United States - Michigan - Huron County,Huron County,38222,1779
0100000US,,United States,0500000US26065,26065,United States - Michigan - Ingham County,Ingham County,45313,1063
0100000US,,United States,0500000US26067,26067,United States - Michigan - Ionia County,Ionia County,46354,2148
0100000US,,United States,0500000US26069,26069,United States - Michigan - Iosco County,Iosco County,35753,2276
0100000US,,United States,0500000US26073,26073,United States - Michigan - Isabella County,Isabella County,38830,1395
0100000US,,United States,0500000US26075,26075,United States - Michigan - Jackson County,Jackson County,45946,1382
0100000US,,United States,0500000US26077,26077,United States - Michigan - Kalamazoo County,Kalamazoo County,45681,1265
0100000US,,United States,0500000US26081,26081,United States - Michigan - Kent County,Kent County,49432,754
0100000US,,United States,0500000US26087,26087,United States - Michigan - Lapeer County,Lapeer County,56208,1758
0100000US,,United States,0500000US26089,26089,United States - Michigan - Leelanau County,Leelanau County,54502,2058
0100000US,,United States,0500000US26091,26091,United States - Michigan - Lenawee County,Lenawee County,50074,1781
0100000US,,United States,0500000US26093,26093,United States - Michigan - Livingston County,Livingston County,73237,1956
0100000US,,United States,0500000US26099,26099,United States - Michigan - Macomb County,Macomb County,55724,731
0100000US,,United States,0500000US26101,26101,United States - Michigan - Manistee County,Manistee County,38092,2413
0100000US,,United States,0500000US26103,26103,United States - Michigan - Marquette County,Marquette County,43939,2584
0100000US,,United States,0500000US26105,26105,United States - Michigan - Mason County,Mason County,37914,2501
